attendance,reporting_status,gender,generation,tour_type,members,stage_setup,continent,country,city,venue_name,venue_type,venue_capacity,show_nights,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend,years_since_debut,artist_age_bucket
73608.0,parcial,female,3,world tour,4,end stage,North America,United States,New York,Citi Field,stadium,41922.0,2,2025,7,3,Sat,Sun,1,8,established
,unreported,female,3,world tour,4,end stage,Europe,France,Paris,Stade de France,stadium,81338.0,2,2025,8,3,Sat,Sun,1,8,established
,unreported,female,3,world tour,4,end stage,Europe,Italy,Milan,Ippodromo La Maura,stadium,80000.0,1,2025,8,3,Wed,Wed,0,8,established
,unreported,female,3,world tour,4,end stage,Europe,Spain,Barcelona,Estadi Olímpic Lluís Companys,stadium,55926.0,1,2025,8,3,Sat,Sat,1,9,established
,unreported,female,3,world tour,4,end stage,Europe,England,London,Wembley Stadium,stadium,90000.0,2,2025,8,3,Fri,Sat,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Taiwan,Kaohsiung,National Stadium,stadium,55000.0,2,2025,10,4,Sat,Sun,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Thailand,Bangkok,Rajamangala Stadium,stadium,51560.0,3,2025,10,4,Fri,Sun,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Indonesia,Jakarta,Gelora Bung Karno Main Stadium,stadium,77193.0,2,2025,11,4,Sat,Sun,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Philippines,Bulacan,Philippine Arena,arena,55000.0,2,2025,11,4,Sat,Sun,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Singapore,Singapore,Singapore National Stadium,stadium,55000.0,3,2025,11,4,Fri,Sun,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,3,2026,1,1,Fri,Sun,1,9,established
,unreported,female,3,world tour,4,end stage,Asia,Hong Kong,Hong Kong,Kai Tak Stadium,stadium,45995.0,3,2026,1,1,Sat,Mon,1,9,established
9869.0,missing,female,4,world tour,5,end stage,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2023,6,2,Sat,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taipei,Taipei Arena,stadium,13000.0,2,2023,7,3,Sat,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,1,2023,7,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2023,7,3,Sat,Sun,1,5,growing
5244.0,reported,female,4,world tour,5,end stage,North America,United States,San Francisco,Bill Graham Civic Auditorium,arena,8500.0,1,2023,8,3,Fri,Fri,1,5,growing
6360.0,reported,female,4,world tour,5,end stage,North America,United States,Los Angeles,Peacock Theater,arena,7100.0,1,2023,8,3,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Grand Prairie,Texas Trust CU Theatre,concert hall,6350.0,1,2023,8,3,Wed,Wed,0,5,growing
5175.0,reported,female,4,world tour,5,end stage,North America,United States,New York,The Theater,theater,5600.0,1,2023,8,3,Sun,Sun,1,5,growing
2732.0,unreported,female,4,world tour,5,end stage,North America,United States,Atlanta,Fox Theatre,theater,4665.0,1,2023,8,3,Tue,Tue,0,5,growing
4292.0,reported,female,4,world tour,5,end stage,North America,United States,Rosemont,Rosemont Theatre,theater,4400.0,1,2023,8,3,Thu,Thu,0,5,growing
9438.0,unreported,female,4,world tour,5,end stage,Europe,England,London,Wembley Arena,arena,12500.0,1,2023,9,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Netherlands,Amsterdam,AFAS Live,concert hall,6000.0,1,2023,9,3,Mon,Mon,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,France,Paris,Zénith,arena,9000.0,1,2023,9,3,Wed,Wed,0,5,growing
8232.0,reported,female,4,world tour,5,end stage,Europe,Belgium,Brussels,Forest National,arena,8400.0,1,2023,9,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Germany,Berlin,Uber Eats Music Hall,concert hall,4500.0,2,2023,9,3,Mon,Tue,0,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,Tachikawa Stage Garden,concert hall,2448.0,2,2023,9,3,Wed,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Macau,Macau,Galaxy Arena,arena,16000.0,2,2023,10,4,Fri,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2023,10,4,Sun,Sun,1,5,growing
15425.0,parcial,female,4,world tour,5,end stage,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2024,8,3,Sat,Sun,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,3,2024,8,3,Fri,Sun,1,6,established
5322.0,parcial,female,4,world tour,5,end stage,North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2024,9,3,Fri,Fri,1,6,established
,unreported,female,4,world tour,5,end stage,North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2024,9,3,Sun,Sun,1,6,established
7177.0,parcial,female,4,world tour,5,end stage,North America,United States,Anaheim,Honda Center,theater,10935.0,1,2024,9,3,Tue,Tue,0,6,established
,unreported,female,4,world tour,5,end stage,North America,United States,Houston,Toyota Center,arena,19000.0,1,2024,9,3,Fri,Fri,1,6,established
7027.0,parcial,female,4,world tour,5,end stage,North America,United States,Rosemont,Allstate Arena,arena,22000.0,1,2024,9,3,Sun,Sun,1,6,established
5475.0,parcial,female,4,world tour,5,end stage,North America,United States,New York,UBS Arena,arena,19000.0,1,2024,9,3,Wed,Wed,0,6,established
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taipei,Taipei Arena,stadium,13000.0,3,2024,10,4,Fri,Sun,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,1,2024,10,4,Sat,Sat,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Macau,Macau,Galaxy Arena,arena,16000.0,3,2024,10,4,Fri,Sun,1,6,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,1,2024,10,4,Thu,Thu,0,6,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,1,2024,11,4,Sat,Sat,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,Ariake Arena,arena,15000.0,2,2026,8,3,Mon,Tue,0,8,established
5266.0,parcial,female,4,world tour,5,end stage,Asia,South Korea,Seoul,Handball Gymnasium,arena,6500.0,2,2022,8,3,Sat,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Inglewood,YouTube Theater,theater,6000.0,1,2022,10,4,Wed,Wed,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Phoenix,Arizona Financial Theatre,theater,5000.0,1,2022,10,4,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Irving,Toyota Music Factory,theater,4000.0,1,2022,11,4,Tue,Tue,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Sugar Land,Smart Financial Centre,concert hall,6400.0,1,2022,11,4,Thu,Thu,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Atlanta,Fox Theatre,theater,4665.0,1,2022,11,4,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Rosemont,Rosemont Theatre,theater,4400.0,1,2022,11,4,Mon,Mon,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Boston,MGM Music Hall,concert hall,5007.0,1,2022,11,4,Thu,Thu,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,New York,The Theater,theater,5600.0,1,2022,11,4,Sun,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,2,2023,1,1,Sat,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,The Star Performing Arts Centre,concert hall,5000.0,1,2023,1,1,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Indonesia,Jakarta,Gelora Bung Karno Tennis Indoor Stadium,arena,3750.0,1,2023,2,1,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Chiba,Makuhari Messe,arena,,2,2023,2,1,Wed,Thu,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,1,2023,2,1,Sun,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2023,3,1,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,1,2023,4,2,Sat,Sat,1,4,growing
7406.0,missing,female,4,world tour,5,end stage,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2024,2,1,Sat,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,1,2024,3,1,Sat,Sat,1,5,growing
5108.0,reported,female,4,world tour,5,end stage,Oceania,New Zealand,Auckland,Spark Arena,arena,13280.0,1,2024,3,1,Thu,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Sydney,ICC Sydney Theatre,concert hall,2500.0,1,2024,3,1,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Melbourne,Margaret Court Arena,arena,7500.0,1,2024,3,1,Tue,Tue,0,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2024,4,2,Sat,Sat,1,5,growing
5639.0,reported,female,4,world tour,5,end stage,North America,Mexico,Mexico City,Pepsi Center WTC,theater,7500.0,1,2024,4,2,Mon,Mon,0,5,growing
13101.0,reported,female,4,world tour,5,end stage,South America,Chile,Santiago,Movistar Arena,arena,15500.0,1,2024,4,2,Thu,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,England,London,Wembley Arena,arena,12500.0,1,2024,4,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,France,Paris,Zénith,arena,9000.0,1,2024,4,2,Fri,Fri,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Germany,Berlin,Velodrom,arena,12000.0,1,2024,4,2,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Netherlands,Amsterdam,AFAS Live,concert hall,6000.0,1,2024,5,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Spain,Madrid,Palacio Vistalegre,arena,14000.0,1,2024,5,2,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,Yoyogi National Gymnasium,arena,12898.0,3,2024,5,2,Fri,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,1,2024,5,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Seattle,WaMu Theater,concert hall,7000.0,1,2024,6,2,Thu,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2024,6,2,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2024,6,2,Tue,Tue,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Sugar Land,Smart Financial Centre,concert hall,6400.0,1,2024,6,2,Fri,Fri,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Irving,Toyota Music Factory,theater,4000.0,1,2024,6,2,Sun,Sun,1,5,growing
4098.0,reported,female,4,world tour,5,end stage,North America,United States,Atlanta,Fox Theatre,theater,4665.0,1,2024,6,2,Tue,Tue,0,5,growing
6688.0,reported,female,4,world tour,5,end stage,North America,United States,Fairfax,EagleBank Arena,arena,15000.0,1,2024,6,2,Thu,Thu,0,5,growing
8040.0,reported,female,4,world tour,5,end stage,North America,United States,Newark,Prudential Center,arena,17000.0,1,2024,6,2,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Rosemont,Rosemont Theatre,theater,4400.0,1,2024,6,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,Canada,Toronto,Great Canadian Casino Resort,concert hall,,2,2024,6,2,Fri,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taipei,Taipei Arena,stadium,13000.0,1,2024,7,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2024,8,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,1,2024,8,3,Sat,Sat,1,5,growing
12334.0,parcial,female,4,world tour,5,end stage,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,3,2026,2,1,Fri,Sun,1,7,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Melbourne,John Cain Arena,arena,10300.0,1,2026,4,2,Fri,Fri,1,7,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Sydney,ICC Sydney Theatre,concert hall,2500.0,1,2026,4,2,Sun,Sun,1,7,established
,unreported,female,4,world tour,5,end stage,Oceania,New Zealand,Auckland,Spark Arena,arena,13280.0,1,2026,4,2,Wed,Wed,0,7,established
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,Keio Arena Tokyo,arena,10000.0,2,2026,5,2,Sat,Sun,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,1,2026,6,2,Sat,Sat,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Kaohsiung,Kaohsiung Arena,arena,15000.0,1,2026,6,2,Sat,Sat,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,1,2026,7,3,Sat,Sat,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2026,7,3,Sat,Sat,1,7,established
9989.0,reported,female,4,world tour,6,end stage,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2023,10,4,Sat,Sun,1,1,rookie
24387.0,reported,female,4,world tour,6,end stage,Asia,Japan,Yokohama,K-Arena Yokohama,arena,20000.0,2,2023,11,4,Wed,Thu,0,1,rookie
,unreported,female,4,world tour,6,end stage,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,1,2024,1,1,Sat,Sat,1,2,rookie
18851.0,reported,female,4,world tour,6,end stage,Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2024,1,1,Wed,Thu,0,2,rookie
20748.0,reported,female,4,world tour,6,end stage,Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2024,2,1,Wed,Thu,0,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Malaysia,Kuala Lumpur,Unifi Arena,arena,11000.0,1,2024,2,1,Sat,Sat,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2024,2,1,Sat,Sat,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,2,2024,3,1,Sat,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2024,3,1,Wed,Wed,0,2,rookie
12063.0,reported,female,4,world tour,6,end stage,North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2024,3,1,Sat,Sat,1,2,rookie
7320.0,reported,female,4,world tour,6,end stage,North America,United States,Fort Worth,Dickies Arena,arena,14000.0,1,2024,3,1,Wed,Wed,0,2,rookie
7154.0,reported,female,4,world tour,6,end stage,North America,United States,Atlanta,State Farm Arena,arena,18000.0,1,2024,3,1,Sun,Sun,1,2,rookie
7438.0,reported,female,4,world tour,6,end stage,North America,United States,Rosemont,Allstate Arena,arena,22000.0,1,2024,3,1,Tue,Tue,0,2,rookie
11617.0,reported,female,4,world tour,6,end stage,North America,United States,Newark,Prudential Center,arena,17000.0,1,2024,3,1,Fri,Fri,1,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,France,Paris,Accor Arena,arena,20300.0,1,2024,6,2,Tue,Tue,0,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,Spain,Barcelona,Palau Sant Jordi,arena,17960.0,1,2024,6,2,Fri,Fri,1,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,Germany,Berlin,Uber Arena,arena,17000.0,1,2024,6,2,Mon,Mon,0,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,Netherlands,Amsterdam,Ziggo Dome,arena,17000.0,1,2024,6,2,Thu,Thu,0,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,England,London,The O2 Arena,arena,20000.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,North America,Mexico,Mexico City,Palacio de los Deportes,arena,26000.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,South America,Brazil,São Paulo,Espaço Unimed,concert hall,8000.0,1,2024,6,2,Wed,Wed,0,2,rookie
6414.0,reported,female,4,world tour,6,end stage,South America,Chile,Santiago,Movistar Arena,arena,15500.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2024,7,3,Sat,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2024,7,3,Sat,Sat,1,2,rookie
,unreported,female,4,world tour,6,end stage,Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,1,2024,7,3,Thu,Thu,0,2,rookie
12181.0,reported,female,4,world tour,6,end stage,Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,1,2024,7,3,Sun,Sun,1,2,rookie
16776.0,parcial,female,4,world tour,6,end stage,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2025,8,3,Sun,Mon,1,3,growing
,unreported,female,4,world tour,6,end stage,Asia,Indonesia,Tangerang,ICE BSD,concert hall,,1,2025,8,3,Sun,Sun,1,3,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2025,9,3,Thu,Fri,0,3,growing
28543.0,parcial,female,4,world tour,6,end stage,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,3,2025,10,4,Fri,Sun,1,3,growing
,unreported,female,4,world tour,6,end stage,Asia,Malaysia,Kuala Lumpur,Unifi Arena,arena,11000.0,1,2026,4,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2026,4,2,Sat,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2026,4,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2026,5,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Macau,Macau,Venetian Arena,arena,14000.0,2,2026,5,2,Sat,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,1,2026,6,2,Tue,Tue,0,4,growing
,unreported,female,4,world tour,6,end stage,Oceania,New Zealand,Auckland,Spark Arena,arena,13280.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,1,2026,6,2,Wed,Wed,0,4,growing
8237.0,parcial,female,4,world tour,6,end stage,North America,Canada,Toronto,Scotiabank Arena,arena,19800.0,1,2026,7,3,Tue,Tue,0,4,growing
9373.0,parcial,female,4,world tour,6,end stage,North America,Canada,Montreal,Bell Center,arena,15000.0,1,2026,7,3,Thu,Thu,0,4,growing
7348.0,parcial,female,4,world tour,6,end stage,North America,United States,Newark,Prudential Center,arena,17000.0,1,2026,7,3,Sat,Sat,1,4,growing
4456.0,parcial,female,4,world tour,6,end stage,North America,United States,Austin,Moody Center,arena,16223.0,1,2026,7,3,Wed,Wed,0,4,growing
7745.0,parcial,female,4,world tour,6,end stage,North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2026,8,3,Sat,Sat,1,4,growing
6645.0,parcial,female,4,world tour,6,end stage,North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2026,8,3,Tue,Tue,0,4,growing
8055.0,parcial,female,4,world tour,6,end stage,North America,United States,Seattle,Climate Pledge Arena,arena,17200.0,1,2026,8,3,Fri,Fri,1,4,growing
8434.0,parcial,female,4,world tour,6,end stage,North America,Canada,Vancouver,Rogers Arena,arena,19000.0,1,2026,8,3,Sun,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2026,9,3,Fri,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Taiwan,Taipei,Taipei Arena,stadium,13000.0,2,2026,9,3,Fri,Sat,1,4,growing
10503.0,reported,female,4,asian tour,5,end stage,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2023,8,3,Sat,Sun,1,1,rookie
17009.0,reported,female,4,asian tour,5,end stage,Asia,Japan,Nagoya,Nippon Gaishi Hall,arena,10000.0,2,2023,8,3,Wed,Thu,0,1,rookie
24348.0,reported,female,4,asian tour,5,end stage,Asia,Japan,Tokyo,Yoyogi National Gymnasium,arena,12898.0,2,2023,8,3,Wed,Thu,0,1,rookie
20056.0,reported,female,4,asian tour,5,end stage,Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2023,9,3,Wed,Thu,0,1,rookie
11200.0,reported,female,4,asian tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2023,9,3,Sat,Sun,1,1,rookie
2625.0,reported,female,4,asian tour,5,end stage,Asia,Indonesia,Jakarta,JIExpo Kemayoran,theater,2500.0,1,2023,10,4,Tue,Tue,0,1,rookie
,unreported,female,4,asian tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,2,2023,10,4,Sat,Sun,1,1,rookie
8507.0,reported,female,4,world tour,5,end stage,Asia,South Korea,Incheon,Inspire Arena,arena,15000.0,2,2025,4,2,Sat,Sun,1,2,rookie
14161.0,reported,female,4,world tour,5,end stage,Asia,Japan,Nagoya,Portmesse Nagoya,concert hall,15000.0,2,2025,5,2,Tue,Wed,0,3,growing
16340.0,reported,female,4,world tour,5,end stage,Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2025,5,2,Tue,Wed,0,3,growing
16722.0,reported,female,4,world tour,5,end stage,Asia,Japan,Fukuoka,West Japan General Exhibition Center Annex,concert hall,,2,2025,6,2,Sat,Sun,1,3,growing
52947.0,reported,female,4,world tour,5,end stage,Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,3,2025,6,2,Thu,Sat,0,3,growing
18333.0,reported,female,4,world tour,5,end stage,Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,2,2025,7,3,Sat,Sun,1,3,growing
19584.0,reported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2025,7,3,Fri,Sat,1,3,growing
9043.0,reported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2025,8,3,Sat,Sat,1,3,growing
8696.0,reported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,2,2025,8,3,Sat,Sun,1,3,growing
6717.0,reported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2025,8,3,Sat,Sat,1,3,growing
10178.0,reported,female,4,world tour,5,end stage,North America,United States,Newark,Prudential Center,arena,17000.0,1,2025,9,3,Wed,Wed,0,3,growing
5798.0,reported,female,4,world tour,5,end stage,North America,United States,Chicago,Wintrust Arena,arena,10387.0,1,2025,9,3,Fri,Fri,1,3,growing
3469.0,reported,female,4,world tour,5,end stage,North America,United States,Grand Prairie,Texas Trust CU Theatre,concert hall,6350.0,1,2025,9,3,Mon,Mon,0,3,growing
11385.0,reported,female,4,world tour,5,end stage,North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2025,9,3,Fri,Fri,1,3,growing
4701.0,reported,female,4,world tour,5,end stage,North America,United States,San Francisco,Bill Graham Civic Auditorium,arena,8500.0,1,2025,9,3,Sun,Sun,1,3,growing
12335.0,reported,female,4,world tour,5,end stage,North America,United States,Seattle,Climate Pledge Arena,arena,17200.0,1,2025,9,3,Wed,Wed,0,3,growing
7540.0,reported,female,4,world tour,5,end stage,North America,United States,Las Vegas,Michelob Ultra Arena,arena,12000.0,1,2025,9,3,Sat,Sat,1,3,growing
13189.0,reported,female,4,world tour,5,end stage,North America,Mexico,Mexico City,Arena CDMX,arena,22300.0,1,2025,9,3,Tue,Tue,0,3,growing
73236.0,reported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2025,11,4,Tue,Wed,0,3,growing
10474.0,reported,female,4,world tour,5,end stage,Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2026,1,1,Sat,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,South Korea,Incheon,Inspire Arena,arena,15000.0,2,2026,7,3,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Osaka,Osaka-jo Hall,arena,16000.0,2,2026,7,3,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Yokohama,Yokohama Arena,arena,17000.0,3,2026,7,3,Thu,Sun,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Shizuoka,Ecopa Arena,arena,10000.0,2,2026,8,3,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Miyagi,Sekisui Heim Super Arena,arena,7063.0,2,2026,8,3,Tue,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2026,9,3,Thu,Thu,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Los Angeles,Crypto.com Arena,stadium,20000.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2026,9,3,Sun,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,San Jose,SAP Center,arena,19190.0,1,2026,9,3,Wed,Wed,0,4,growing
